answer_type_name,choices,question,correct_answer,lang,source,choices_processed,topic,test_item_id
Multiple Choice Matrix,"[{'Antworttext': 'HTTPS-Verschlüsselung', 'Richtig': True}, {'Antworttext': 'Cross-Site Scripting (XSS) Schutz', 'Richtig': True}, {'Antworttext': 'SQL-Injection-Prävention', 'Richtig': True}, {'Antworttext': 'Sicherheitsmaßnahmen:', 'Richtig': False}, {'Antworttext': 'IT-Projektmanagement-Methoden', 'Richtig': False}, {'Antworttext': 'Entwicklungsmethoden', 'Richtig': False}, {'Antworttext': 'Datenbankmodelle', 'Richtig': False}, {'Antworttext': 'Programmierparadigmen', 'Richtig': False}]",Welche Sicherheitsmaßnahmen sind in der Webentwicklung wichtig?,HTTPS-Verschlüsselung Cross-Site Scripting (XSS) Schutz SQL-Injection-Prävention,GERMAN,ChatGPT3.5,HTTPS-Verschlüsselung Cross-Site Scripting (XSS) Schutz SQL-Injection-Prävention Sicherheitsmaßnahmen: IT-Projektmanagement-Methoden Entwicklungsmethoden Datenbankmodelle Programmierparadigmen,internet -sicherheit,3162
Multiple Choice Matrix,"[{'Antworttext': 'Kimono', 'Richtig': True}, {'Antworttext': 'Hakama', 'Richtig': True}, {'Antworttext': 'Yukata', 'Richtig': True}, {'Antworttext': 'Kleidungsstücke:', 'Richtig': False}, {'Antworttext': 'Sari', 'Richtig': False}, {'Antworttext': 'Hanbok', 'Richtig': False}, {'Antworttext': 'Ao Dai', 'Richtig': False}, {'Antworttext': 'Kilt', 'Richtig': False}]",Ordnen Sie die folgenden traditionellen japanischen Kleidungsstücke den richtigen Bezeichnungen zu:,Kimono Hakama Yukata,GERMAN,ChatGPT3.5,Kimono Hakama Yukata Kleidungsstücke: Sari Hanbok Ao Dai Kilt,asiatische kultur,3163
Multiple Choice Matrix,"[{'Antworttext': 'Ingwer', 'Richtig': True}, {'Antworttext': 'Sojasauce', 'Richtig': True}, {'Antworttext': 'Knoblauch', 'Richtig': True}, {'Antworttext': 'Zutaten:', 'Richtig': False}, {'Antworttext': 'Currypulver', 'Richtig': False}, {'Antworttext': 'Balsamico-Essig', 'Richtig': False}, {'Antworttext': 'Parmesan-Käse', 'Richtig': False}, {'Antworttext': 'Tofu', 'Richtig': True}]",Welche Zutaten sind typisch für die chinesische Küche?,Ingwer Sojasauce Knoblauch Tofu,GERMAN,ChatGPT3.5,Ingwer Sojasauce Knoblauch Zutaten: Currypulver Balsamico-Essig Parmesan-Käse Tofu,asiatische kultur,3164
Multiple Choice Matrix,"[{'Antworttext': 'Hinduismus', 'Richtig': True}, {'Antworttext': 'Buddhismus', 'Richtig': True}, {'Antworttext': 'Islam', 'Richtig': True}, {'Antworttext': 'Religionen:', 'Richtig': False}, {'Antworttext': 'Shintoismus', 'Richtig': False}, {'Antworttext': 'Taoismus', 'Richtig': False}, {'Antworttext': 'Judentum', 'Richtig': False}, {'Antworttext': 'Christentum', 'Richtig': False}]",Welche Religionen sind in Indien am weitesten verbreitet?,Hinduismus Buddhismus Islam,GERMAN,ChatGPT3.5,Hinduismus Buddhismus Islam Religionen: Shintoismus Taoismus Judentum Christentum,asiatische kultur,3165
Multiple Choice Matrix,"[{'Antworttext': 'Karma', 'Richtig': True}, {'Antworttext': 'Nirvana', 'Richtig': True}, {'Antworttext': 'Dharma', 'Richtig': True}, {'Antworttext': 'Prinzipien:', 'Richtig': False}, {'Antworttext': 'Rosch Haschana', 'Richtig': False}, {'Antworttext': 'Zakat', 'Richtig': False}, {'Antworttext': 'Erlösung', 'Richtig': True}, {'Antworttext': 'Koscher', 'Richtig': False}]",Welche der folgenden Prinzipien sind wichtige Bestandteile des Buddhismus?,Karma Nirvana Dharma Erlösung,GERMAN,ChatGPT3.5,Karma Nirvana Dharma Prinzipien: Rosch Haschana Zakat Erlösung Koscher,asiatische kultur,3166
Multiple Choice Matrix,"[{'Antworttext': '汉', 'Richtig': True}, {'Antworttext': '日', 'Richtig': True}, {'Antworttext': 'क', 'Richtig': False}, {'Antworttext': 'Schriftzeichen:', 'Richtig': False}, {'Antworttext': '한', 'Richtig': True}, {'Antworttext': 'க', 'Richtig': False}, {'Antworttext': 'ก', 'Richtig': False}, {'Antworttext': 'च', 'Richtig': False}]",Welche der folgenden Schriftzeichen gehören zur chinesischen Schrift?,汉 日 한,GERMAN,ChatGPT3.5,汉 日 क Schriftzeichen: 한 க ก च,asiatische kultur,3167
Multiple Choice Matrix,"[{'Antworttext': 'BTS', 'Richtig': True}, {'Antworttext': 'EXO', 'Richtig': True}, {'Antworttext': 'K-Pop-Begriffe:', 'Richtig': False}, {'Antworttext': 'Salsa', 'Richtig': False}, {'Antworttext': 'Tango', 'Richtig': False}, {'Antworttext': 'Blackpink', 'Richtig': True}, {'Antworttext': 'Reggae', 'Richtig': False}, {'Antworttext': 'Hallyu', 'Richtig': True}]",Welche der folgenden Begriffe sind eng mit der koreanischen Popmusik (K-Pop) verbunden?,BTS EXO Blackpink Hallyu,GERMAN,ChatGPT3.5,BTS EXO K-Pop-Begriffe: Salsa Tango Blackpink Reggae Hallyu,asiatische kultur,3168
Multiple Choice Matrix,"[{'Antworttext': 'Kokosmilch', 'Richtig': True}, {'Antworttext': 'Zitronengras', 'Richtig': True}, {'Antworttext': 'Koriander', 'Richtig': True}, {'Antworttext': 'Zutaten:', 'Richtig': False}, {'Antworttext': 'Sauerkraut', 'Richtig': False}, {'Antworttext': 'Wasabi', 'Richtig': False}, {'Antworttext': 'Garam Masala', 'Richtig': False}, {'Antworttext': 'Ingwer', 'Richtig': True}]",Welche Zutaten sind typisch für die thailändische Küche?,Kokosmilch Zitronengras Koriander Ingwer,GERMAN,ChatGPT3.5,Kokosmilch Zitronengras Koriander Zutaten: Sauerkraut Wasabi Garam Masala Ingwer,asiatische kultur,3169
Multiple Choice Matrix,"[{'Antworttext': 'Sari', 'Richtig': True}, {'Antworttext': 'Salwar Kameez', 'Richtig': True}, {'Antworttext': 'Kleidungsstücke:', 'Richtig': False}, {'Antworttext': 'Yukata', 'Richtig': False}, {'Antworttext': 'Kilt', 'Richtig': False}, {'Antworttext': 'Hanbok', 'Richtig': False}, {'Antworttext': 'Ao Dai', 'Richtig': False}, {'Antworttext': 'Hakama', 'Richtig': True}]",Ordnen Sie die folgenden indischen Kleidungsstücke ihren Namen zu:,Sari Salwar Kameez Hakama,GERMAN,ChatGPT3.5,Sari Salwar Kameez Kleidungsstücke: Yukata Kilt Hanbok Ao Dai Hakama,asiatische kultur,3170
Multiple Choice Matrix,"[{'Antworttext': 'Konfuzius', 'Richtig': True}, {'Antworttext': 'Laozi', 'Richtig': True}, {'Antworttext': 'Philosophen:', 'Richtig': False}, {'Antworttext': 'Aristoteles', 'Richtig': False}, {'Antworttext': 'Platon', 'Richtig': False}, {'Antworttext': 'Sokrates', 'Richtig': False}, {'Antworttext': 'Mencius', 'Richtig': True}, {'Antworttext': 'Zhuangzi', 'Richtig': True}]",Welche der folgenden Philosophen sind wichtige Figuren in der chinesischen Philosophie?,Konfuzius Laozi Mencius Zhuangzi,GERMAN,ChatGPT3.5,Konfuzius Laozi Philosophen: Aristoteles Platon Sokrates Mencius Zhuangzi,asiatische kultur,3171
Multiple Choice Matrix,"[{'Antworttext': 'Sitar', 'Richtig': True}, {'Antworttext': 'Tabla', 'Richtig': True}, {'Antworttext': 'Gitarre', 'Richtig': False}, {'Antworttext': 'Musikinstrumente:', 'Richtig': False}, {'Antworttext': 'Flöte', 'Richtig': True}, {'Antworttext': 'Trommel', 'Richtig': True}, {'Antworttext': 'Piano', 'Richtig': False}, {'Antworttext': 'Saxophon', 'Richtig': False}]",Welche Musikinstrumente sind in der indischen Musiktradition gebräuchlich?,Sitar Tabla Flöte Trommel,GERMAN,ChatGPT3.5,Sitar Tabla Gitarre Musikinstrumente: Flöte Trommel Piano Saxophon,asiatische kultur,3172
Multiple Choice Matrix,"[{'Antworttext': 'ㅁ', 'Richtig': True}, {'Antworttext': 'ㅂ', 'Richtig': True}, {'Antworttext': 'Buchstaben:', 'Richtig': False}, {'Antworttext': 'ह', 'Richtig': False}, {'Antworttext': 'い', 'Richtig': False}, {'Antworttext': 'ब', 'Richtig': False}, {'Antworttext': 'ㄷ', 'Richtig': True}, {'Antworttext': 'ㄱ', 'Richtig': True}]",Welche der folgenden Buchstaben gehören zum koreanischen Alphabet (Hangul)?,ㅁ ㅂ ㄷ ㄱ,GERMAN,ChatGPT3.5,ㅁ ㅂ Buchstaben: ह い ब ㄷ ㄱ,asiatische kultur,3173
Multiple Choice Matrix,"[{'Antworttext': 'Hiragana', 'Richtig': True}, {'Antworttext': 'Katakana', 'Richtig': True}, {'Antworttext': 'Schriftsysteme:', 'Richtig': False}, {'Antworttext': 'Kyrillisch', 'Richtig': False}, {'Antworttext': 'Arabisch', 'Richtig': False}, {'Antworttext': 'Hebräisch', 'Richtig': False}, {'Antworttext': 'Lateinisch', 'Richtig': False}, {'Antworttext': 'Kanji', 'Richtig': True}]",Welche der folgenden Schriftsysteme werden in der japanischen Schrift verwendet?,Hiragana Katakana Kanji,GERMAN,ChatGPT3.5,Hiragana Katakana Schriftsysteme: Kyrillisch Arabisch Hebräisch Lateinisch Kanji,asiatische kultur,3174
Multiple Choice Matrix,"[{'Antworttext': 'Tai-Chi ist eine chinesische Kampfkunst.', 'Richtig': True}, {'Antworttext': 'Tai-Chi wird oft als sanfte Übung für Gesundheit und Entspannung praktiziert.', 'Richtig': True}, {'Antworttext': 'Tai-Chi hat seinen Ursprung in Japan.', 'Richtig': False}, {'Antworttext': 'Tai-Chi:', 'Richtig': False}, {'Antworttext': 'Wird nur von jungen Menschen praktiziert.', 'Richtig': False}, {'Antworttext': 'Ist eine Hochgeschwindigkeitskampfkunst.', 'Richtig': False}, {'Antworttext': 'Ist keine Bewegungstherapie.', 'Richtig': False}, {'Antworttext': 'Wird auch als Schattenboxen bezeichnet.', 'Richtig': True}]",Welche Aussagen sind richtig über Tai-Chi?,Tai-Chi ist eine chinesische Kampfkunst. Tai-Chi wird oft als sanfte Übung für Gesundheit und Entspannung praktiziert. Wird auch als Schattenboxen bezeichnet.,GERMAN,ChatGPT3.5,Tai-Chi ist eine chinesische Kampfkunst. Tai-Chi wird oft als sanfte Übung für Gesundheit und Entspannung praktiziert. Tai-Chi hat seinen Ursprung in Japan. Tai-Chi: Wird nur von jungen Menschen praktiziert. Ist eine Hochgeschwindigkeitskampfkunst. Ist keine Bewegungstherapie. Wird auch als Schattenboxen bezeichnet.,asiatische kultur,3175
Multiple Choice Matrix,"[{'Antworttext': 'Feuerwerk', 'Richtig': True}, {'Antworttext': 'Löwentanz', 'Richtig': True}, {'Antworttext': 'Bräuche:', 'Richtig': False}, {'Antworttext': 'Valentinstag', 'Richtig': False}, {'Antworttext': 'Weihnachtsbaum schmücken', 'Richtig': False}, {'Antworttext': 'Teetrinken', 'Richtig': True}, {'Antworttext': 'Raketenabschuss', 'Richtig': True}, {'Antworttext': 'Osterhasen', 'Richtig': False}]",Welche Bräuche sind typisch für das chinesische Neujahrsfest?,Feuerwerk Löwentanz Teetrinken Raketenabschuss,GERMAN,ChatGPT3.5,Feuerwerk Löwentanz Bräuche: Valentinstag Weihnachtsbaum schmücken Teetrinken Raketenabschuss Osterhasen,asiatische kultur,3176
Matrix Single Choice,"[{'Antworttext': 'Markteinführung', 'Richtig': False}, {'Antworttext': 'Produktentwicklung', 'Richtig': False}, {'Antworttext': 'Produktentsorgung', 'Richtig': True}, {'Antworttext': 'Marktrecherche', 'Richtig': False}]",Welcher Schritt gehört normalerweise nicht zum Produktlebenszyklus?,Produktentsorgung,GERMAN,ChatGPT3.5,Markteinführung Produktentwicklung Produktentsorgung Marktrecherche,"betriebswirtschaftliche kenntnisse (planung, prozessmanagement, beschaffung, governance und schutz des geistigen eigentums)",3177
Matrix Single Choice,"[{'Antworttext': 'Das Aussehen eines Produkts', 'Richtig': False}, {'Antworttext': 'Die Idee hinter einem Produkt', 'Richtig': False}, {'Antworttext': 'Die funktionale Innovation eines Produkts', 'Richtig': True}, {'Antworttext': 'Die Vermarktung eines Produkts', 'Richtig': False}]",Was schützt ein Patentrecht?,Die funktionale Innovation eines Produkts,GERMAN,ChatGPT3.5,Das Aussehen eines Produkts Die Idee hinter einem Produkt Die funktionale Innovation eines Produkts Die Vermarktung eines Produkts,"betriebswirtschaftliche kenntnisse (planung, prozessmanagement, beschaffung, governance und schutz des geistigen eigentums)",3178
Matrix Single Choice,"[{'Antworttext': 'Die Maximierung der Produktionskosten', 'Richtig': False}, {'Antworttext': 'Die Minimierung der Produktqualität', 'Richtig': False}, {'Antworttext': 'Die Optimierung des Produktlebenszyklus', 'Richtig': True}, {'Antworttext': 'Die Erhöhung der Lagerbestände', 'Richtig': False}]",Was ist das Ziel der Produktplanung?,Die Optimierung des Produktlebenszyklus,GERMAN,ChatGPT3.5,Die Maximierung der Produktionskosten Die Minimierung der Produktqualität Die Optimierung des Produktlebenszyklus Die Erhöhung der Lagerbestände,"betriebswirtschaftliche kenntnisse (planung, prozessmanagement, beschaffung, governance und schutz des geistigen eigentums)",3179
Matrix Single Choice,"[{'Antworttext': 'Markenrecht', 'Richtig': False}, {'Antworttext': 'Urheberrecht', 'Richtig': False}, {'Antworttext': 'Designrecht', 'Richtig': True}, {'Antworttext': 'Patentrecht', 'Richtig': False}]",Welcher Aspekt des Gewerblichen Rechtsschutzes schützt das Design eines Produkts?,Designrecht,GERMAN,ChatGPT3.5,Markenrecht Urheberrecht Designrecht Patentrecht,"betriebswirtschaftliche kenntnisse (planung, prozessmanagement, beschaffung, governance und schutz des geistigen eigentums)",3180
Matrix Single Choice,"[{'Antworttext': 'Einführungsphase', 'Richtig': False}, {'Antworttext': 'Wachstumsphase', 'Richtig': True}, {'Antworttext': 'Reifephase', 'Richtig': False}, {'Antworttext': 'Degenerationsphase', 'Richtig': False}]",Welche Phase des Produktlebenszyklus ist geprägt von steigenden Verkaufszahlen und steigenden Gewinnen?,Wachstumsphase,GERMAN,ChatGPT3.5,Einführungsphase Wachstumsphase Reifephase Degenerationsphase,"betriebswirtschaftliche kenntnisse (planung, prozessmanagement, beschaffung, governance und schutz des geistigen eigentums)",3181
Matrix Single Choice,"[{'Antworttext': 'Die Funktionalität eines Produkts', 'Richtig': False}, {'Antworttext': 'Das Aussehen eines Produkts', 'Richtig': True}, {'Antworttext': 'Die technischen Details eines Produkts', 'Richtig': False}, {'Antworttext': 'Die Produktionsmethode eines Produkts', 'Richtig': False}]",Was schützt das Markenrecht?,Das Aussehen eines Produkts,GERMAN,ChatGPT3.5,Die Funktionalität eines Produkts Das Aussehen eines Produkts Die technischen Details eines Produkts Die Produktionsmethode eines Produkts,"betriebswirtschaftliche kenntnisse (planung, prozessmanagement, beschaffung, governance und schutz des geistigen eigentums)",3182
Matrix Single Choice,"[{'Antworttext': 'Einführungsphase', 'Richtig': True}, {'Antworttext': 'Wachstumsphase', 'Richtig': False}, {'Antworttext': 'Reifephase', 'Richtig': False}, {'Antworttext': 'Degenerationsphase', 'Richtig': False}]","In welcher Phase des Produktlebenszyklus werden in der Regel Marketingausgaben erhöht, um das Produkt zu fördern?",Einführungsphase,GERMAN,ChatGPT3.5,Einführungsphase Wachstumsphase Reifephase Degenerationsphase,"betriebswirtschaftliche kenntnisse (planung, prozessmanagement, beschaffung, governance und schutz des geistigen eigentums)",3183
Matrix Single Choice,"[{'Antworttext': 'Die Idee hinter einem Produkt', 'Richtig': False}, {'Antworttext': 'Die technische Funktionalität eines Produkts', 'Richtig': False}, {'Antworttext': 'Die kreative Ausdrucksweise eines Werks', 'Richtig': True}, {'Antworttext': 'Die Vermarktung eines Produkts', 'Richtig': False}]",Was schützt das Urheberrecht?,Die kreative Ausdrucksweise eines Werks,GERMAN,ChatGPT3.5,Die Idee hinter einem Produkt Die technische Funktionalität eines Produkts Die kreative Ausdrucksweise eines Werks Die Vermarktung eines Produkts,"betriebswirtschaftliche kenntnisse (planung, prozessmanagement, beschaffung, governance und schutz des geistigen eigentums)",3184
Matrix Single Choice,"[{'Antworttext': 'Einführungsphase', 'Richtig': False}, {'Antworttext': 'Wachstumsphase', 'Richtig': False}, {'Antworttext': 'Reifephase', 'Richtig': False}, {'Antworttext': 'Degenerationsphase', 'Richtig': True}]",Welche Phase des Produktlebenszyklus ist gekennzeichnet durch rückläufige Verkaufszahlen und Gewinne?,Degenerationsphase,GERMAN,ChatGPT3.5,Einführungsphase Wachstumsphase Reifephase Degenerationsphase,"betriebswirtschaftliche kenntnisse (planung, prozessmanagement, beschaffung, governance und schutz des geistigen eigentums)",3185
Matrix Single Choice,"[{'Antworttext': 'Die Produktqualität', 'Richtig': False}, {'Antworttext': 'Die Funktionalität eines Produkts', 'Richtig': True}, {'Antworttext': 'Die Vermarktung eines Produkts', 'Richtig': False}, {'Antworttext': 'Die Verpackung eines Produkts', 'Richtig': False}]",Was schützt das Patentrecht?,Die Funktionalität eines Produkts,GERMAN,ChatGPT3.5,Die Produktqualität Die Funktionalität eines Produkts Die Vermarktung eines Produkts Die Verpackung eines Produkts,"betriebswirtschaftliche kenntnisse (planung, prozessmanagement, beschaffung, governance und schutz des geistigen eigentums)",3186
Matrix Single Choice,"[{'Antworttext': 'Wachstumsphase', 'Richtig': True}, {'Antworttext': 'Reifephase', 'Richtig': False}, {'Antworttext': 'Degenerationsphase', 'Richtig': False}, {'Antworttext': 'Einführungsphase', 'Richtig': False}]",Welche Phase des Produktlebenszyklus folgt normalerweise auf die Einführungsphase?,Wachstumsphase,GERMAN,ChatGPT3.5,Wachstumsphase Reifephase Degenerationsphase Einführungsphase,"betriebswirtschaftliche kenntnisse (planung, prozessmanagement, beschaffung, governance und schutz des geistigen eigentums)",3187
Matrix Single Choice,"[{'Antworttext': 'Die Förderung von Wettbewerb', 'Richtig': False}, {'Antworttext': 'Die Sicherung von Monopolrechten', 'Richtig': False}, {'Antworttext': 'Die Schaffung eines fairen Marktes', 'Richtig': True}, {'Antworttext': 'Die Regulierung von Preisen', 'Richtig': False}]",Was ist der Hauptzweck des Gewerblichen Rechtsschutzes?,Die Schaffung eines fairen Marktes,GERMAN,ChatGPT3.5,Die Förderung von Wettbewerb Die Sicherung von Monopolrechten Die Schaffung eines fairen Marktes Die Regulierung von Preisen,"betriebswirtschaftliche kenntnisse (planung, prozessmanagement, beschaffung, governance und schutz des geistigen eigentums)",3188
Matrix Single Choice,"[{'Antworttext': 'Die Vermarktung des Produkts', 'Richtig': False}, {'Antworttext': 'Die Herstellung des Produkts', 'Richtig': False}, {'Antworttext': 'Die Ideenfindung und Konzeptentwicklung', 'Richtig': True}, {'Antworttext': 'Die Entsorgung des Produkts', 'Richtig': False}]",Was ist ein wichtiger Schritt in der Produktentwicklung?,Die Ideenfindung und Konzeptentwicklung,GERMAN,ChatGPT3.5,Die Vermarktung des Produkts Die Herstellung des Produkts Die Ideenfindung und Konzeptentwicklung Die Entsorgung des Produkts,"betriebswirtschaftliche kenntnisse (planung, prozessmanagement, beschaffung, governance und schutz des geistigen eigentums)",3189
Matrix Single Choice,"[{'Antworttext': 'Unternehmensbeschreibung', 'Richtig': True}, {'Antworttext': 'Finanzprognosen', 'Richtig': True}, {'Antworttext': 'Marktforschung', 'Richtig': True}, {'Antworttext': 'Persönliche Hobbys des Gründers', 'Richtig': False}, {'Antworttext': 'Betriebskosten', 'Richtig': True}]",Welche Elemente gehören typischerweise zur Zusammenfassung (Executive Summary) eines Geschäftsplans?,Unternehmensbeschreibung Finanzprognosen Marktforschung Betriebskosten,GERMAN,ChatGPT3.5,Unternehmensbeschreibung Finanzprognosen Marktforschung Persönliche Hobbys des Gründers Betriebskosten,"betriebswirtschaftliche kenntnisse (planung, prozessmanagement, beschaffung, governance und schutz des geistigen eigentums)",3190
Matrix Single Choice,"[{'Antworttext': 'Umsatzprognosen', 'Richtig': True}, {'Antworttext': 'Haushaltsbudget des Gründers', 'Richtig': False}, {'Antworttext': 'Kostenaufstellung', 'Richtig': True}, {'Antworttext': 'Firmenlogo', 'Richtig': False}, {'Antworttext': 'Kapitalbedarf', 'Richtig': True}]",Welche Arten von Finanzdaten sollten in einem Geschäftsplan enthalten sein?,Umsatzprognosen Kostenaufstellung Kapitalbedarf,GERMAN,ChatGPT3.5,Umsatzprognosen Haushaltsbudget des Gründers Kostenaufstellung Firmenlogo Kapitalbedarf,"betriebswirtschaftliche kenntnisse (planung, prozessmanagement, beschaffung, governance und schutz des geistigen eigentums)",3191
Matrix Single Choice,"[{'Antworttext': 'Sie hilft dabei, potenzielle Kunden besser zu verstehen.', 'Richtig': True}, {'Antworttext': 'Sie beschreibt die persönlichen Interessen der Gründer.', 'Richtig': False}, {'Antworttext': 'Sie präsentiert das Unternehmenslogo.', 'Richtig': False}, {'Antworttext': 'Sie zeigt die Lieblingsfarben der Mitarbeiter.', 'Richtig': False}, {'Antworttext': 'Sie enthält Informationen über das Unternehmensbudget.', 'Richtig': False}]",Welche Rolle spielt die Zielgruppenanalyse im Geschäftsplan?,"Sie hilft dabei, potenzielle Kunden besser zu verstehen.",GERMAN,ChatGPT3.5,"Sie hilft dabei, potenzielle Kunden besser zu verstehen. Sie beschreibt die persönlichen Interessen der Gründer. Sie präsentiert das Unternehmenslogo. Sie zeigt die Lieblingsfarben der Mitarbeiter. Sie enthält Informationen über das Unternehmensbudget.","betriebswirtschaftliche kenntnisse (planung, prozessmanagement, beschaffung, governance und schutz des geistigen eigentums)",3192
Matrix Single Choice,"[{'Antworttext': 'Funktionsweise des Produkts oder der Dienstleistung', 'Richtig': True}, {'Antworttext': 'Geschäftsjahresabschluss', 'Richtig': False}, {'Antworttext': 'Preisliste', 'Richtig': True}, {'Antworttext': 'Liste der Mitarbeiterhobbys', 'Richtig': False}, {'Antworttext': 'Unternehmensvision', 'Richtig': True}]",Welche Informationen gehören zur Beschreibung des Produkts oder der Dienstleistung im Geschäftsplan?,Funktionsweise des Produkts oder der Dienstleistung Preisliste Unternehmensvision,GERMAN,ChatGPT3.5,Funktionsweise des Produkts oder der Dienstleistung Geschäftsjahresabschluss Preisliste Liste der Mitarbeiterhobbys Unternehmensvision,"betriebswirtschaftliche kenntnisse (planung, prozessmanagement, beschaffung, governance und schutz des geistigen eigentums)",3193
Matrix Single Choice,"[{'Antworttext': 'Die Konkurrenzanalyse beinhaltet die Untersuchung von Wettbewerbern in der Branche.', 'Richtig': True}, {'Antworttext': 'Die Konkurrenzanalyse enthält Informationen über die persönlichen Vorlieben der Gründer.', 'Richtig': False}, {'Antworttext': 'Die Konkurrenzanalyse umfasst eine Liste der Lieblingsfilme der Mitarbeiter.', 'Richtig': False}, {'Antworttext': 'Die Konkurrenzanalyse zeigt die Marktposition des Unternehmens im Vergleich zur Konkurrenz.', 'Richtig': True}, {'Antworttext': 'Die Konkurrenzanalyse enthält eine Auflistung der Ferienpläne der Gründer.', 'Richtig': False}]",Welche Aussagen zur Konkurrenzanalyse im Geschäftsplan sind korrekt?,Die Konkurrenzanalyse beinhaltet die Untersuchung von Wettbewerbern in der Branche. Die Konkurrenzanalyse zeigt die Marktposition des Unternehmens im Vergleich zur Konkurrenz.,GERMAN,ChatGPT3.5,Die Konkurrenzanalyse beinhaltet die Untersuchung von Wettbewerbern in der Branche. Die Konkurrenzanalyse enthält Informationen über die persönlichen Vorlieben der Gründer. Die Konkurrenzanalyse umfasst eine Liste der Lieblingsfilme der Mitarbeiter. Die Konkurrenzanalyse zeigt die Marktposition des Unternehmens im Vergleich zur Konkurrenz. Die Konkurrenzanalyse enthält eine Auflistung der Ferienpläne der Gründer.,"betriebswirtschaftliche kenntnisse (planung, prozessmanagement, beschaffung, governance und schutz des geistigen eigentums)",3194
Matrix Single Choice,"[{'Antworttext': 'Vertriebskanäle', 'Richtig': True}, {'Antworttext': 'Lieblingsmusik der Mitarbeiter', 'Richtig': False}, {'Antworttext': 'Werbemaßnahmen und -budget', 'Richtig': True}, {'Antworttext': 'Haustiere der Gründer', 'Richtig': False}, {'Antworttext': 'Preisstrategie', 'Richtig': True}]",Welche Elemente gehören zur Marketingstrategie im Geschäftsplan?,Vertriebskanäle Werbemaßnahmen und -budget Preisstrategie,GERMAN,ChatGPT3.5,Vertriebskanäle Lieblingsmusik der Mitarbeiter Werbemaßnahmen und -budget Haustiere der Gründer Preisstrategie,"betriebswirtschaftliche kenntnisse (planung, prozessmanagement, beschaffung, governance und schutz des geistigen eigentums)",3195
Matrix Single Choice,"[{'Antworttext': 'Die Darstellung der finanziellen Gesundheit des Unternehmens und die Planung der finanziellen Zukunft.', 'Richtig': True}, {'Antworttext': 'Die Auflistung der Lieblingsbücher der Gründer.', 'Richtig': False}, {'Antworttext': 'Die Präsentation des Unternehmenslogos.', 'Richtig': False}, {'Antworttext': 'Die Aufzählung der Haustiere der Mitarbeiter.', 'Richtig': False}, {'Antworttext': 'Die Beschreibung des Firmensitzes.', 'Richtig': False}]",Was ist der Zweck eines Finanzplans im Geschäftsplan?,Die Darstellung der finanziellen Gesundheit des Unternehmens und die Planung der finanziellen Zukunft.,GERMAN,ChatGPT3.5,Die Darstellung der finanziellen Gesundheit des Unternehmens und die Planung der finanziellen Zukunft. Die Auflistung der Lieblingsbücher der Gründer. Die Präsentation des Unternehmenslogos. Die Aufzählung der Haustiere der Mitarbeiter. Die Beschreibung des Firmensitzes.,"betriebswirtschaftliche kenntnisse (planung, prozessmanagement, beschaffung, governance und schutz des geistigen eigentums)",3196
Matrix Single Choice,"[{'Antworttext': 'Die Organigramme und Verantwortlichkeiten der Mitarbeiter.', 'Richtig': True}, {'Antworttext': 'Die Liste der Lieblingsrestaurants der Gründer.', 'Richtig': False}, {'Antworttext': 'Die Haustiernamen der Mitarbeiter.', 'Richtig': False}, {'Antworttext': 'Die Unternehmensfarben.', 'Richtig': True}, {'Antworttext': 'Die Bücher, die die Gründer zuletzt gelesen haben.', 'Richtig': False}]",Welche Informationen gehören zur Unternehmensstruktur im Geschäftsplan?,Die Organigramme und Verantwortlichkeiten der Mitarbeiter. Die Unternehmensfarben.,GERMAN,ChatGPT3.5,"Die Organigramme und Verantwortlichkeiten der Mitarbeiter. Die Liste der Lieblingsrestaurants der Gründer. Die Haustiernamen der Mitarbeiter. Die Unternehmensfarben. Die Bücher, die die Gründer zuletzt gelesen haben.","betriebswirtschaftliche kenntnisse (planung, prozessmanagement, beschaffung, governance und schutz des geistigen eigentums)",3197
Matrix Single Choice,"[{'Antworttext': 'Unternehmensbeschreibung', 'Richtig': True}, {'Antworttext': 'Persönliche Vorlieben der Mitarbeiter', 'Richtig': False}, {'Antworttext': 'Marktanalyse', 'Richtig': True}, {'Antworttext': 'Liste der Ferienpläne der Gründer', 'Richtig': False}, {'Antworttext': 'Finanzprognosen', 'Richtig': True}]",Was sind die Schlüsselkomponenten eines Geschäftsplans?,Unternehmensbeschreibung Marktanalyse Finanzprognosen,GERMAN,ChatGPT3.5,Unternehmensbeschreibung Persönliche Vorlieben der Mitarbeiter Marktanalyse Liste der Ferienpläne der Gründer Finanzprognosen,"betriebswirtschaftliche kenntnisse (planung, prozessmanagement, beschaffung, governance und schutz des geistigen eigentums)",3198
Matrix Single Choice,"[{'Antworttext': 'Der Durchschnitt (Mittelwert)', 'Richtig': True}, {'Antworttext': 'Die Standardabweichung', 'Richtig': False}, {'Antworttext': 'Der Modus', 'Richtig': False}, {'Antworttext': 'Der Median', 'Richtig': False}]","Welches statistische Maß wird verwendet, um die zentrale Tendenz in einer Datenreihe zu beschreiben?",Der Durchschnitt (Mittelwert),GERMAN,ChatGPT3.5,Der Durchschnitt (Mittelwert) Die Standardabweichung Der Modus Der Median,grundlegende statistiken,3199
